video_id,video_title,question_id,question,answer,difficulty
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q001,ماذا ورد في هذا الموضع من النص؟,الوضع بقي معقد جدا بشكل استثنائي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q289,ما الذي قيل في هذا الجزء؟,فكان له تفسير تاني للحركه،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q290,ما النص الحرفي المذكور في هذه الفقره؟,في نفس الوقت،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q291,ماذا ورد في هذا الموضع من النص؟,المتوسط الكمي لكل الاحتمالات,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q292,ما الجمله المذكوره في هذا السياق؟,هيكون ليها شكل تاني خالص،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q293,كيف صيغت العباره هنا؟,وظاهره التشابك الكمي،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q294,ما الذي قيل في هذا الجزء؟,"""شرودنجر"" لاول مره سنه 1935،",Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q295,ما النص الحرفي المذكور في هذه الفقره؟,التاني يتغير في نفس اللحظه.,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q296,ماذا ورد في هذا الموضع من النص؟,مهما كانوا بعاد عن بعض،,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q297,ما الجمله المذكوره في هذا السياق؟,"والتاني في مجرده ""اندروميدا""،",Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q298,كيف صيغت العباره هنا؟,لان دا حاجه بتحصل Almost Instantaneously.,Medium
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q299,ما الذي قيل في هذا الجزء؟,Communication عبر المجرات،,Easy
MOEwXtL2DQ4,فيزياء و فلسفة الحركة | الدحيح,MOEwXtL2DQ4_Q300,ما النص الحرفي المذكور في هذه الفقره؟,من نفس التفاعل،,Medium
